Date,Close,High,Low,Open,Volume,Daily Return %,MA_20,MA_50
2023-01-03,123.09602355957031,128.8340031338152,122.21022673136561,128.22379338136977,112117500,,,
2023-01-04,124.36566162109375,126.62936374107429,123.10586505340991,124.88729543343348,89113600,1.0314208573187766,,
2023-01-05,123.04680633544922,125.75340309203497,122.79091532129203,125.12350481122068,80962700,-1.0604657816742913,,
2023-01-06,127.57421112060547,128.2336347517989,122.91886860960567,124.02119442530204,87754700,3.6794167357856233,,
2023-01-09,128.09580993652344,131.30436630158056,127.83991897613902,128.4107665197256,70790800,0.40885913488022396,,
2023-01-10,128.6667022705078,129.18833615231142,126.09789493911427,128.20411901412172,63896200,0.4456760406661875,,
2023-01-11,131.38316345214844,131.40283698381694,128.40098644639082,129.17851145026387,69458900,2.1112386761335866,,
2023-01-12,131.3043975830078,132.14097304777255,129.36548883237654,131.76698078856714,71379600,-0.059951265497815154,,
2023-01-13,132.633056640625,132.7905349401524,129.5819934315568,129.9461488585014,57809700,1.011892276324744,,
2023-01-17,133.7944793701172,135.12316348796887,132.01304876349633,132.70199775252627,63646600,0.8756661113821007,,
2023-01-18,133.07598876953125,136.42232060237055,132.8988218980733,134.6605787592018,69672800,-0.5370106479493542,,
2023-01-19,133.13504028320312,134.0995687562006,131.65871475561192,131.96381962844052,58280400,0.04437428135450894,,
2023-01-20,135.69398498535156,135.84162653742413,132.1015991542997,133.14486670992753,80223600,1.9220670206018475,,
2023-01-23,138.88284301757812,141.05796890647485,135.7235002594527,135.9400291721196,81760300,2.3500363944435776,,
2023-01-24,140.2804718017578,140.90053342355856,138.0856717213938,138.0955084866108,66435100,1.0063365307137362,,
2023-01-25,139.62103271484375,140.18202862963406,136.61916767862735,138.6663409653264,65799300,-0.47008616270265424,,
2023-01-26,141.68788146972656,141.9732977828438,139.6603818984353,140.9103416541343,54105100,1.4803276517113773,,
2023-01-27,143.62680053710938,144.90628582720518,140.82179068901345,140.900529862646,70555800,1.3684438268611432,,
2023-01-30,140.7430419921875,143.2527985417942,140.59541543784155,142.6721140707524,64015300,-2.00781367693057,,
2023-01-31,142.01266479492188,142.06187864867766,140.03439402480078,140.4477633640219,65874500,0.9020856624690987,133.63600311279296,
2023-02-01,143.13465881347656,144.29604258311244,139.0895417079852,141.69771052689384,77663600,0.7900661678132304,134.63793487548827,
2023-02-02,148.43960571289062,148.7939093931277,145.831421817907,146.5498959772077,118339000,3.7062629997442587,135.8416320800781,
2023-02-03,152.06153869628906,154.8960886893848,145.496812581912,145.6936529941079,154357300,2.4400044489500505,137.29236869812013,
2023-02-06,149.3352508544922,150.6836384438328,148.40024764766747,150.1620046015634,69858300,-1.7928845552734107,138.38042068481445,
2023-02-07,152.20913696289062,152.77998456473935,148.26243261630023,148.26243261630023,83322600,1.924452593713899,139.58608703613282,
2023-02-08,149.52224731445312,152.14026818212696,148.78408455222657,151.45131927430748,64120100,-1.7652617326728404,140.62886428833008,
2023-02-09,148.4888458251953,151.89424398332804,148.04595108381588,151.3529215136586,56007100,-0.691135605449078,141.48414840698243,
2023-02-10,148.85353088378906,149.17882019931434,147.08909918660703,147.32567733632254,57450700,0.2455976114347891,142.3616050720215,
2023-02-13,151.65298461914062,152.0571182724141,148.7648180243575,148.79438841262413,62199000,1.880676742251497,143.31260147094727,
2023-02-14,151.01226806640625,151.5741355635304,148.7056873791277,149.9476888936107,61707600,-0.4224885875760753,144.17349090576172,
2023-02-15,153.11187744140625,153.2794480234058,150.69686663828347,150.92357800911904,65573800,1.3903568245705156,145.17528533935547,
2023-02-16,151.51498413085938,154.09756497312395,151.16012443154224,151.3178281549916,68167900,-1.0429584805776937,146.0942825317383,
2023-02-17,150.37156677246094,150.8151376986906,148.69584602843153,150.17442580979125,59144100,-0.7546562902391862,146.82816162109376,
2023-02-21,146.35964965820312,149.1393862953431,146.29065710385296,148.05508866222715,58867200,-2.668002469062891,147.202001953125,
2023-02-22,146.7835235595703,147.80866542554767,145.0585140913541,146.74408634882758,51011300,0.28961117518186974,147.52715454101562,
2023-02-23,147.26651000976562,148.19308888929672,145.13736699227027,147.94665897626774,48394200,0.32904677478959865,147.90942840576173,
2023-02-24,144.61497497558594,145.08811632211885,143.63910684752537,145.00925692421464,55469600,-1.8005010331295646,148.0557830810547,
2023-02-27,145.80767822265625,147.03982803359767,145.344388690471,145.6006854773172,44998500,0.8247439431992909,148.16482696533203,
2023-02-28,145.304931640625,146.9510815880518,144.7332124606566,144.95007197860627,50547000,-0.3448011710765475,148.3929214477539,
2023-03-01,143.23492431640625,145.12750429739225,142.9392054041828,144.73322244168676,55479000,-1.4245953670302014,148.45403442382812,
2023-03-02,143.8263702392578,144.61494903595985,141.84506394442167,142.31822024697658,52238100,0.41292019085028553,148.48861999511718,
2023-03-03,148.87326049804688,148.9521198871165,145.22610023869615,145.9259528752422,70732300,3.5090159408135424,148.510302734375,
2023-03-06,151.63331604003906,154.06804574984884,151.26860443716606,151.593878815413,87558000,1.8539632522043048,148.4888916015625,
2023-03-07,149.4351043701172,151.83039589059405,148.9718149331636,151.50510660246357,56182000,-1.4496891101039022,148.49388427734374,
2023-03-08,150.68695068359375,151.2783884609091,149.66180891591966,150.62780991403972,47204800,0.8377190344619478,148.41777496337892,
2023-03-09,148.43955993652344,152.3331506331596,148.08470016179072,151.36714931784533,53833600,-1.4914302379038014,148.36364059448243,
2023-03-10,146.37937927246094,148.78453780981002,145.5020893181875,148.06496662146847,68572400,-1.387891923786011,148.2581672668457,
2023-03-13,148.3212432861328,150.95311305935627,145.59079552733544,145.69922529511118,84457100,1.3265966991548916,148.2315528869629,
2023-03-14,150.41094970703125,151.2093801741156,147.956517536496,149.11965944141213,73695900,1.4089056797259358,148.16945114135743,
2023-03-15,150.80526733398438,151.06154904978908,147.7791005346977,149.03096880678774,77167900,0.26216018695526255,148.15910110473632,142.6122430419922
2023-03-16,153.62442016601562,154.22570978036399,149.47453364061312,149.98711209240733,76161100,1.8693994459674679,148.1847282409668,143.2228109741211
2023-03-17,152.78659057617188,154.50174868510317,152.07687101667568,153.8511699154162,98944600,-0.5453752658192923,148.24830856323243,143.79122955322265
2023-03-20,155.15228271484375,155.5662982460434,151.94869352566715,152.85556893212473,73641400,1.5483637207628131,148.48734436035156,144.43333908081055
2023-03-21,157.00543212890625,157.1237136794573,154.30455474450915,155.07342994575768,73938300,1.1944067993304497,149.0196334838867,145.02196350097657
2023-03-22,155.57614135742188,159.82459083880553,155.55642275206148,157.02515051318744,75701800,-0.9103447900521533,149.4592643737793,145.57157012939453
2023-03-23,156.66043090820312,159.24302685232914,155.4282812343858,156.56186795883147,67622100,0.6969510500264953,149.92896041870117,146.13144470214843
2023-03-24,157.96160888671875,158.0503200650471,155.5958872192805,156.5914588714899,59196500,0.8305721942499122,150.5962921142578,146.66301361083984
2023-03-27,156.01971435546875,158.47416184588545,155.61556566491817,157.6560126824132,52390300,-1.2293458802655088,151.10689392089844,147.15731994628905
2023-03-28,155.39869689941406,156.22671283698608,153.75254688783264,155.71413440722972,45992200,-0.3980378111959504,151.6115821838379,147.61263275146484
2023-03-29,158.47418212890625,158.75018247951246,157.07446176772007,157.09416533498404,51305700,1.9790933198641225,152.3735450744629,148.10622680664062
2023-03-30,160.0414581298828,160.1498879032855,158.96702721945866,159.22330893800608,49501700,0.9889787597715527,153.18429946899414,148.64553619384765
2023-03-31,162.54518127441406,162.64375926608275,159.59788883873148,160.120319104618,68749800,1.5644216028695146,153.8678955078125,149.23373901367188
2023-04-03,163.79702758789062,163.91530912930577,161.87487733545584,161.92416632467473,56976200,0.7701528299157268,154.47608108520507,149.79579986572264
2023-04-04,163.26478576660156,164.4574983782598,162.75220722625122,164.22093523724538,46278300,-0.3249398533825443,155.1675651550293,150.28343872070312
